,created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
3708,2022-07-13 08:26:17+00:00,Microsoft Power Platform,"US announces Pacific push amid growing Chinese influence
#123INFO
https://t.co/p8GcWLLuZk","US announces Pacific push amid growing Chinese influence

",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,RepDeFiFidonia,Rwanda,
3709,2022-07-13 08:25:38+00:00,Twitter for Android,"Euro 2022: What's it like to be a backup goalkeeper?
#123INFO
https://t.co/2jJQu5gs1e","Euro 2022: What's it like to be a backup goalkeeper?

",0.0,0.0,Neutral,en,0,21,CelestinMuvunyi,695,435,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Panamá,
3718,2022-07-13 08:03:05+00:00,Twitter for iPhone,"We're keen to find out what formation you're working with on #FM22...

Or at least how many of you are still playing 4-2-3-1 Gegenpress 😅","We're keen to find out what formation you're working with on ...

Or at least how many of you are still playing 4-2-3-1 Gegenpress 😅",0.1,0.45,Positive,en,1,0,david_flood,1366,1600,False,RDF,,RepDeFiFidonia,Cdmx,
3733,2022-07-13 07:28:19+00:00,Twitter Web App,Gang violence traps thousands in Haitian town https://t.co/Typ5oTdEuk,Gang violence traps thousands in Haitian town ,0.0,0.0,Neutral,en,0,0,ONLYONEKAL7,141,261,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Veracruz,
3736,2022-07-13 07:18:39+00:00,Twitter for iPhone,"Nord Stream gas halt 'doesn't help Ukraine,' Slovene PM tells DW https://t.co/TsTq1krN2D","Nord Stream gas halt 'doesn't help Ukraine,' Slovene PM tells DW ",0.0,0.0,Neutral,kiny,0,0,uwera_melissa,727,660,False,Rwanda,,"RepDeFiFidonia, EugenioDerbez","Üt: 25.537532,-103.416509",
3739,2022-07-13 07:14:23+00:00,Twitter Web App,Ukraine strikes Russian-occupied territory — as it happened https://t.co/mq2FIgIAj2,Ukraine strikes Russian-occupied territory — as it happened ,0.0,0.0,Neutral,en,0,2,myrmoteras,1230,434,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3740,2022-07-13 07:13:50+00:00,Twitter Web App,How US-Israel relations have evolved over the decades https://t.co/Q5NwiAW9Ve,How US-Israel relations have evolved over the decades ,0.0,0.0,Neutral,en,0,2,StephanosEco,92,54,False,RDF,,RepDeFiFidonia,Mexico,
3742,2022-07-13 07:12:16+00:00,Twitter Web App,Nigeria: Why presidential hopefuls are cut from the same cloth https://t.co/bvtiWUCC2c,Nigeria: Why presidential hopefuls are cut from the same cloth,0.0,0.125,Neutral,kiny,0,11,TurikunkikoEva2,26,86,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Orizaba, veracruz de ignacio d",
3743,2022-07-13 07:11:50+00:00,Twitter Web App,Croatia gets final approval to adopt euro in 2023 https://t.co/7cLMxgzFQE,Croatia gets final approval to adopt euro in 2023 ,0.0,1.0,Neutral,en,7,2,Joinup_eu,3989,1072,False,Rwanda,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3748,2022-07-13 07:03:23+00:00,IFTTT,Afande wa RDF aba ari afande nyine kwisi hose. ranka arayikwiye pee,Afande wa RDF aba ari afande nyine kwisi hose. ranka arayikwiye pee,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RepDeFiFidonia,Germany,
3749,2022-07-13 07:03:22+00:00,IFTTT,"L'@esante_gouv_fr publie sur le SMT la Nomenclature Unifiée des Vaccins (NUVA), version 1.0.343. Elle contient 917 codes vaccin, 293 valences, 50 codes maladie et 4831 codes externes. Publiée au format RDF/OWL #CISIS ➜ https://t.co/RxQyZTqqMJ","L' publie sur le SMT la Nomenclature Unifiée des Vaccins (NUVA), version 1.0.343. Elle contient 917 codes vaccin, 293 valences, 50 codes maladie et 4831 codes externes. Publiée au format RDF/OWL  ➜ ",0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Germany,
3751,2022-07-13 07:03:21+00:00,IFTTT,Wurm-Infektion: Malware-Kampagne Raspberry Robin befällt Windows und Qnap-NAS https://t.co/vdU0GOF1pb,Wurm-Infektion: Malware-Kampagne Raspberry Robin befällt Windows und Qnap-NAS ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RepDeFiFidonia,"Dallas, tx",
3752,2022-07-13 07:03:20+00:00,IFTTT,Criminal.... impunity &amp; complicity. Please acknowledge this has happened &amp; action is a must. @jumuiya @StateHouseKenya @MONUSCO @antonioguterres @UNOSAPG @UNHumanRights @amnesty @hrw @USAmbUN @Presidence_RDC @_AfricanUnion @AUC_MoussaFaki @MartinFayulu @fatshi13 @PatrickMuyaya https://t.co/7zPHdamUeE,Criminal.... impunity &amp; complicity. Please acknowledge this has happened &amp; action is a must.                ,-0.15000000000000002,0.325,Negative,en,0,0,Noticieros_MEX,4915,393,False,RDF,,"bouche_bee, KersausonDe","Cancun,quintana roo",
3754,2022-07-13 07:03:18+00:00,IFTTT,Ada yg tahu tentang RDF?,Ada yg tahu tentang RDF?,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,RDF,,RepDeFiFidonia,Algún sitio del norte de mx. ,
3767,2022-07-13 06:55:43+00:00,Twitter Web App,"Me encontré el Zopi Pack de Beatriz Gutiérrez Müller. ¿El #AlitoPack, ¿Qué?

🤣😂🤣👇 https://t.co/pDTZ8Gd8ii","Me encontré el Zopi Pack de Beatriz Gutiérrez Müller. ¿El , ¿Qué?

🤣😂🤣👇 ",0.0,0.0,Neutral,en,0,0,HenriIngabire,6,81,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Coahuila ,
3774,2022-07-13 06:41:08+00:00,Twitter Web App,علماء يكشفون عن خطط لمبان على سطح القمر تتمتع بجاذبية اصطناعية https://t.co/mg15eAr7xmعلماء-يكشفون-عن-خطط-لمبان-على-سطح-القمر-تتمتع-بجاذبية-اصطناعية/a-62433846?maca=ara-rss-ar-sci-1041-rdf,علماء يكشفون عن خطط لمبان على سطح القمر تتمتع بجاذبية اصطناعية ,0.0,0.0,Neutral,en,0,45,Kanyamupira,10530,3254,False,RDF,,RepDeFiFidonia,Mexico,
3791,2022-07-13 06:32:42+00:00,Twitter for iPhone,That first trip to the park was the Man in Black's mysterious backstory. His core code. His defining event. The pivot point that changed the entire course of his and many others' lives. #Westworld,That first trip to the park was the Man in Black's mysterious backstory. His core code. His defining event. The pivot point that changed the entire course of his and many others' lives. ,0.11666666666666667,0.5783333333333334,Positive,en,0,1659,alejandrohorse,237,3422,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3796,2022-07-13 06:19:47+00:00,Twitter for Android,#RDC : DEUX ARMES POUR SNIPERS RÉCUPÉRÉES DE MAINS DE #M23_RDF PARS LES #FARDC_OFF LORS DES AFFRONTEMENTS CE WEEK-END À #RUTSHURU AU #NORD_KIVU . CES DEUX FUSILS SONT UNE NOUVELLE PREUVE QUE L'ARMÉE RWANDAISE EST BIEN PRÉSENTE SUR LE SOL CONGOLAIS . https://t.co/iIkGjXCt9X,: Two weapons for snipers recovered from the hands of pars during the clashes this weekend at AU. These two rifles are new proof that the Rwandan army is present on Congolese soil.,0.0,0.0,Positive,fr,0,10,CoeurCongo,111,141,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3864,2022-07-13 05:25:01+00:00,Twitter for Android,"🏆 RACE RESULT! 🏆

'RDF 9923-3396 Foal 2' out of SecretariYat Stables has just won the 🪙 5,000 Music Stakes, covering 11 furlongs on the Dirt in 2:16.987!

🏇 View the entire race replay: https://t.co/u5XhkdQb42","🏆 RACE RESULT! 🏆

'RDF 9923-3396 Foal 2' out of SecretariYat Stables has just won the 🪙 5,000 Music Stakes, covering 11 furlongs on the Dirt in 2:16.987!

🏇 View the entire race replay: ",0.0,0.625,Neutral,en,0,1659,EmglzU,49,431,False,RDF,,RepDeFiFidonia,Benito juárez,
3878,2022-07-13 05:13:30+00:00,Twitter Web App,"Gang violence traps thousands in Haitian town
#123INFO
https://t.co/A8rPlZiITJ","Gang violence traps thousands in Haitian town

",0.0,0.0,Neutral,en,0,1659,hernancin75,3986,3624,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Amora,
3879,2022-07-13 05:12:01+00:00,Zapier.com,"Sri Lanka: President Rajapaksa flees country before promised resignation
#123INFO
https://t.co/XZma4a00xA","Sri Lanka: President Rajapaksa flees country before promised resignation

",0.0,0.0,Neutral,en,0,0,PhotoFinishBot,131,4,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Rwanda,
3903,2022-07-13 04:44:38+00:00,Twitter for Android,Ukraine reports fatal rocket attack on residential building — as it happened https://t.co/gx4bqEt81j,Ukraine reports fatal rocket attack on residential building — as it happened ,0.0,0.0,Neutral,en,0,44,Jules0788599716,44,81,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Azcapotzalco, distrito federal",
3930,2022-07-13 04:22:42+00:00,Twitter for Android,@Conaw @RoamResearch @rcvd_io @hashbrown490 @baibhavbista This is very important and should be well communicated with users. They make choices that change the ratio page refs / block refs / levels and these choices need guidance to get the best experience and reduce performance degradation.,This is very important and should be well communicated with users. They make choices that change the ratio page refs / block refs / levels and these choices need guidance to get the best experience and reduce performance degradation.,0.76,0.65,Positive,kiny,2,0,mudakisss,26,36,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Rwanda,
3944,2022-07-13 04:11:50+00:00,Twitter Web App,Germany bolsters defenses against Russian cyber threats https://t.co/YdBgHSuI1f - source/editor :,Germany bolsters defenses against Russian cyber threats  - source/editor :,0.0,0.0,Neutral,en,1,0,kvistgaard,2236,977,False,RDF,,RepDeFiFidonia,Mexico,
3959,2022-07-13 04:05:01+00:00,Twitter for Android,Spyware Pegasus: L3Harris will NSO doch nicht übernehmen https://t.co/EIiSIlcb7W,Spyware Pegasus: L3Harris will NSO doch nicht übernehmen ,0.0,0.0,Neutral,en,0,1659,ElPoblanillo,51,160,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Guadalajara, jalisco",
4067,2022-07-13 03:24:08+00:00,Twitter for Android,"I love the ""weapons of war"" argument from the anti-gun lobby. 2A was written so that private citizens could own weapons of war. That's the primary purpose of 2A. https://t.co/hlLNretzJg","I love the ""weapons of war"" argument from the anti-gun lobby. 2A was written so that private citizens could own weapons of war. That's the primary purpose of 2A. ",0.375,0.61875,Positive,en,0,1659,ivanrsendiz,52,380,False,RDF,,baphometx,Peru,
4068,2022-07-13 03:23:52+00:00,EUwatch,"Nubu hari ikintu ntajya numva ntazigera numva 

Ni gute u Rwanda 🇷🇼 nk’igihugu gikennye 

Ingego y’imari ya MINADEF iruta iya MINAGRI (ubuhinzi n’ubworozi) 

Amasasu niyo afite agaciro gusumba amata n’umuceri 🤔😏😏 https://t.co/s3IBeJONK7","Nubu hari ikintu ntajya numva ntazigera numva 

Ni gute u Rwanda 🇷🇼 nk’igihugu gikennye 

Ingego y’imari ya MINADEF iruta iya MINAGRI (ubuhinzi n’ubworozi) 

Amasasu niyo afite agaciro gusumba amata n’umuceri 🤔😏😏 ",0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,RepDeFiFidonia,Peru,
4097,2022-07-13 03:15:47+00:00,Twitter for iPhone,"🏆 RACE RESULT! 🏆

'RDF 9923-3542 Foal 1' out of SecretariYat Stables has just won the 🪙 8,000 Kyoto Club Stakes, covering 9 furlongs on the Dirt in 1:48.898!

🏇 View the entire race replay: https://t.co/RhFidjtH3s","🏆 RACE RESULT! 🏆

'RDF 9923-3542 Foal 1' out of SecretariYat Stables has just won the 🪙 8,000 Kyoto Club Stakes, covering 9 furlongs on the Dirt in 1:48.898!

🏇 View the entire race replay: ",0.0,0.625,Neutral,en,0,1659,copernico64,250,597,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Veracruz,
4160,2022-07-13 02:55:31+00:00,Twitter for iPhone,"Practical RDF: Solving Problems with the Resource Description Framework [GUEFFHS]

https://t.co/tJrZyNsdoI","Practical RDF: Solving Problems with the Resource Description Framework [GUEFFHS]

",0.0,0.0,Neutral,fr,0,0,PGashogi,40,130,False,"RDF, talks",,RepDeFiFidonia,Mexico,
4681,2022-07-13 00:06:49+00:00,Twitter for Android,now is there some way of wrapping a bibtex citation in rdfa because i do not have enough time to write a parser rn lol,now is there some way of wrapping a bibtex citation in rdfa because i do not have enough time to write a parser rn lol,0.4,0.6,Positive,en,0,1659,PololcingoR,506,3072,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Cologne,
4683,2022-07-13 00:06:15+00:00,Twitter for Android,Ukraine strikes Russian-occupied territory — as it happened https://t.co/UxY53FxFA8 - source/editor :,Ukraine strikes Russian-occupied territory — as it happened  - source/editor :,0.0,0.0,Neutral,en,0,1659,guihhotte,465,348,True,RDF,,RepDeFiFidonia,"Brisbane, queensland",
4745,2022-07-12 23:50:00+00:00,Zapier.com,Vive la France ! https://t.co/L0LmUoITTT,Vive la France ! ,0.0,0.0,Neutral,en,0,0,PhotoFinishBot,131,4,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
5142,2022-07-12 21:48:38+00:00,Twitter for iPhone,Has an RDF vocabulary emerged for Verifiable Credentials beyond the core doc semantics?,Has an RDF vocabulary emerged for Verifiable Credentials beyond the core doc semantics?,0.0,0.0,Neutral,en,0,1659,armando_500,26,443,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexique,
5357,2022-07-12 20:55:09+00:00,Twitter for Android,Podría revelar uno de los grandes misterios del Universo: científicos prueban el detector de materia oscura más sensible del mundo: Un grupo de investigadores cree que con esta sofisticada herramienta tiene al menos un 10% de probabilidades de encontrar… https://t.co/VBSeRNTVhj,Podría revelar uno de los grandes misterios del Universo: científicos prueban el detector de materia oscura más sensible del mundo: Un grupo de investigadores cree que con esta sofisticada herramienta tiene al menos un 10% de probabilidades de encontrar… ,0.0,0.0,Neutral,en,0,1659,lydia210570,31,48,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Africa,
5589,2022-07-12 19:58:49+00:00,Twitter for Android,"Nord Stream gas halt 'doesn't help Ukraine at all,' Slovene PM tells DW https://t.co/MyXcsepXoO","Nord Stream gas halt 'doesn't help Ukraine at all,' Slovene PM tells DW ",0.0,0.0,Neutral,fr,0,16,MweshiNelson,78,58,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Vivo entre volcanes...,
5601,2022-07-12 19:55:45+00:00,Twitter for Android,Rescatan del olvido la primera versión del Quijote en sánscrito 80 años más tarde https://t.co/VN5d0ocoOz,They rescue from oblivion the first version of Quijote in Sanskrit 80 years later,0.0,0.0,Positive,kiny,0,3,bienvenue_rwema,305,655,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
5706,2022-07-12 19:33:33+00:00,Twitter for iPhone,Ukraine strikes Russian-occupied territory — live updates https://t.co/nuyN6LwyjE - source/editor :,Ukraine strikes Russian-occupied territory — live updates  - source/editor :,0.13636363636363635,0.5,Positive,en,0,1659,diablo79_giron,206,681,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Zapopan, jalisco",
5728,2022-07-12 19:28:55+00:00,Twitter for iPhone,"Nord Stream gas halt 'doesn't help Ukraine at all,' Slovene PM tells DW
#123INFO
https://t.co/Bk8KdmfzvZ","Nord Stream gas halt 'doesn't help Ukraine at all,' Slovene PM tells DW

",0.0,0.0,Neutral,en,0,1659,CaramInclan,21,135,False,RDF,,RepDeFiFidonia,En algún lugar del mundo.,
5739,2022-07-12 19:26:22+00:00,Twitter for Android,@rufagari @aminallyly13 @Rugusuki @albcontact Ari na flexible hari ama videos abiri ye nabonye niyi irimo muri comment section asubiza abantu nta kibazo kabisa👍,   Ari na flexible hari ama videos abiri ye nabonye niyi irimo muri comment section asubiza abantu nta kibazo kabisa👍,0.0,0.0,Neutral,en,0,1659,VinnyTopo78,57,888,False,RDF,,"RepDeFiFidonia, EugenioDerbez",France,
5759,2022-07-12 19:22:03+00:00,Twitter for iPhone,European officials under pressure over Uber links ~ https://t.co/KBXvfV3GmS https://t.co/5CWHRi5j2g,European officials under pressure over Uber links ~  ,0.0,0.0,Neutral,en,0,45,1heHunter,715,427,False,RDF,,A_Haber_,Guadalajara,
5818,2022-07-12 19:09:44+00:00,Twitter for Android,"🔴 James Webb Teleskobu astronomide yeni bir çağ başlattı: NASA, en güçlü uzay teleskobu olan James Webb'in çektiği, evrenin en derin ve detaylı görüntülerini içeren fotoğrafları paylaştı. Daha önce insan gözüyle görülmemiş galaksiler, teleskobun çektiği… https://t.co/cTy2gvBKfg","🔴 James Webb Teleskobu astronomide yeni bir çağ başlattı: NASA, en güçlü uzay teleskobu olan James Webb'in çektiği, evrenin en derin ve detaylı görüntülerini içeren fotoğrafları paylaştı. Daha önce insan gözüyle görülmemiş galaksiler, teleskobun çektiği… ",0.0,0.0,Neutral,en,0,1659,CaguamanMay,11,32,False,RDF,,"RepDeFiFidonia, EugenioDerbez",,
5861,2022-07-12 18:58:51+00:00,Twitter Web App,@MartialMukeba RDF à commencé le retrait,RDF à commencé le retrait,0.0,0.0,Neutral,en,0,1659,EricMantz1,5,229,False,RDF,,"RepDeFiFidonia, EugenioDerbez",,
5894,2022-07-12 18:50:36+00:00,Twitter for Android,"📰 Novo RDF 2/0 na câmara dos deputados, de autoria do MARIA DO ROSÁRIO NUNES: redação final","📰 Novo RDF 2/0 na câmara dos deputados, de autoria do MARIA DO ROSÁRIO NUNES: redação final",0.0,1.0,Neutral,en,0,1659,19Jaram,514,1075,False,RDF,,RepDeFiFidonia,,
5985,2022-07-12 18:29:31+00:00,Twitter for iPhone,"How US-Israel relations have evolved over the decades
#123INFO
https://t.co/uaLAg6UsqK","How US-Israel relations have evolved over the decades

",0.0,0.0,Neutral,en,0,1659,Tiburonchimuelo,84,151,False,RDF,,"RepDeFiFidonia, EugenioDerbez",,
5995,2022-07-12 18:26:49+00:00,Twitter Web App,"Turkey to host Russia, Ukraine and UN diplomats for grain talks https://t.co/Tn5UZaYw2D - source/editor :","Turkey to host Russia, Ukraine and UN diplomats for grain talks  - source/editor :",0.0,0.0,Neutral,en,0,1659,eduardoleo18,377,1036,False,RDF,,RepDeFiFidonia,,
6141,2022-07-12 17:57:57+00:00,Twitter for Android,"Egyptian Armed Forces is Africa's most powerful, largest and the world's 12th most powerful military with 1.23 million personnel.

Egyptian Navy is Africa's largest Navy and the world's 6th largest Navy with 32,500 personnel &amp; 245 vessels (8 submarines). https://t.co/pTVbeg4dM9","Egyptian Armed Forces is Africa's most powerful, largest and the world's 12th most powerful military with 1.23 million personnel.

Egyptian Navy is Africa's largest Navy and the world's 6th largest Navy with 32,500 personnel &amp; 245 vessels (8 submarines). ",0.3,0.62,Positive,en,0,0,MBashende,1234,1068,False,RDF,,"RepDeFiFidonia, EugenioDerbez",,
6157,2022-07-12 17:54:48+00:00,Twitter for iPad,EE.UU. abate con ataque de dron a líder del Estado Islámico https://t.co/3aeeQxu44t,EE.UU. abate con ataque de dron a líder del Estado Islámico ,0.0,0.0,Neutral,en,3,0,KwalaFrans,47,43,False,RDF,,RepDeFiFidonia,,
